category,domain
# Format: category,domain
# Categories: adult | gambling | dating | alcohol_drugs
# Lines starting with # are ignored. www variants are added automatically.

adult,pornhub.com
adult,xvideos.com
adult,xnxx.com
adult,redtube.com
adult,youporn.com
adult,tube8.com
adult,xhamster.com
adult,spankbang.com
adult,pornhd.com
adult,hclips.com
adult,thumbzilla.com
adult,xtube.com
adult,4tube.com
adult,fux.com
adult,fuq.com
adult,txxx.com
adult,tnaflix.com
adult,porntrex.com
adult,beeg.com
adult,drtuber.com
adult,slutload.com
adult,nuvid.com
adult,porndig.com
adult,hardsextube.com
adult,alphaporno.com
adult,tubegalore.com
adult,pornzog.com
adult,gotporn.com
adult,cliphunter.com
adult,chaturbate.com
adult,livejasmin.com
adult,cam4.com
adult,myfreecams.com
adult,stripchat.com
adult,bongacams.com
adult,camsoda.com
adult,flirt4free.com
adult,streamate.com
adult,imlive.com
adult,xcams.com
adult,jerkmate.com
adult,camcontacts.com
adult,onlyfans.com
adult,fansly.com
adult,manyvids.com
adult,clips4sale.com
adult,iwantclips.com
adult,niteflirt.com
adult,brazzers.com
adult,naughtyamerica.com
adult,realitykings.com
adult,bangbros.com
adult,mofos.com
adult,fakehub.com
adult,digitalplayground.com
adult,kink.com
adult,evilangel.com
adult,wicked.com
adult,vivid.com
adult,playboy.com
adult,penthouse.com
adult,hustler.com
adult,rule34.xxx
adult,gelbooru.com
adult,e-hentai.org
adult,nhentai.net
adult,hanime.tv
adult,hentai2read.com
adult,fakku.net
adult,hentaifox.com
adult,imhentai.xxx
adult,8muses.com
adult,eros.com
adult,slixa.com
adult,tryst.link
adult,skipthegames.com
adult,adultsearch.com
adult,adultwork.com
adult,sexyjobs.com
adult,camversity.com
adult,stripchat.com
adult,camsoda.com
adult,sexier.com
adult,jasmin.com
adult,istripper.com
adult,sex.com
adult,pornmd.com
adult,tubepornclassic.com
adult,vintagetube.xxx
adult,pornktube.com
adult,redporn.xxx
adult,tubxporn.com
adult,porntube.com
adult,hpjav.tv
adult,javhd.com
adult,caribbeancom.com
adult,caribbeancompr.com
adult,1pondo.tv
adult,10musume.com
adult,heydouga.com
adult,pacopacomama.com

gambling,bet365.com
gambling,betway.com
gambling,1xbet.com
gambling,williamhill.com
gambling,ladbrokes.com
gambling,unibet.com
gambling,bwin.com
gambling,betfair.com
gambling,skybet.com
gambling,paddypower.com
gambling,coral.co.uk
gambling,betvictor.com
gambling,888sport.com
gambling,sportingbet.com
gambling,marathonbet.com
gambling,parimatch.com
gambling,betonline.ag
gambling,bovada.lv
gambling,mybookie.ag
gambling,nitrogen.sports
gambling,cloudbet.com
gambling,sportsbet.io
gambling,888casino.com
gambling,pokerstars.com
gambling,draftkings.com
gambling,fanduel.com
gambling,betmgm.com
gambling,caesarscasino.com
gambling,hardrockcasino.com
gambling,partypoker.com
gambling,888poker.com
gambling,winamax.fr
gambling,betsson.com
gambling,leovegas.com
gambling,casumo.com
gambling,betsafe.com
gambling,mrgreen.com
gambling,rizkcasino.com
gambling,videoslots.com
gambling,bitstarz.com
gambling,mbitcasino.com
gambling,fortunejack.com
gambling,stake.com
gambling,rollbit.com
gambling,roobet.com
gambling,bc.game
gambling,duelbits.com
gambling,shuffle.com
gambling,gamdom.com
gambling,csgoempire.com
gambling,datdrop.com
gambling,hellcase.com
gambling,lottoland.com
gambling,thelotter.com
gambling,powerball.com
gambling,national-lottery.co.uk
gambling,prizepicks.com
gambling,betano.com
gambling,melbet.com
gambling,22bet.com
gambling,leonbets.com
gambling,mostbet.com
gambling,1win.com
gambling,pin-up.casino
gambling,vbet.com
gambling,draftday.com
gambling,superbet.com
gambling,betclic.com
gambling,interwetten.com
gambling,tipbet.com
gambling,bethard.com
gambling,grosvenorcasinos.com
gambling,vernons.com
gambling,betfred.com
gambling,sportpesa.com
gambling,betin.co
gambling,mozzartbet.com

dating,tinder.com
dating,bumble.com
dating,hinge.co
dating,match.com
dating,okcupid.com
dating,plentyoffish.com
dating,zoosk.com
dating,eharmony.com
dating,meetic.com
dating,parship.com
dating,elitesingles.com
dating,silversingles.com
dating,ourtime.com
dating,jdate.com
dating,christianmingle.com
dating,muslima.com
dating,meetme.com
dating,tagged.com
dating,hi5.com
dating,skout.com
dating,adultfriendfinder.com
dating,ashleymadison.com
dating,seeking.com
dating,benaughty.com
dating,fling.com
dating,instabang.com
dating,snapsext.com
dating,iamnaughty.com
dating,together2night.com
dating,nostringsattached.com
dating,grindr.com
dating,scruff.com
dating,jackd.com
dating,planetromeo.com
dating,feeld.co
dating,taimi.com
dating,badoo.com
dating,happn.com
dating,tantan.com
dating,mamba.ru
dating,lovoo.com
dating,woo.app
dating,friended.com
dating,once.app
dating,chispa-app.com
dating,coffeemeetsbagel.com
dating,hily.com
dating,clover.co
dating,kippo.gg
dating,wingman.app
dating,pickable.app
dating,azar.com
dating,yoomee.com

alcohol_drugs,drizly.com
alcohol_drugs,totalwine.com
alcohol_drugs,wine.com
alcohol_drugs,minibar.com
alcohol_drugs,flaviar.com
alcohol_drugs,reservebar.com
alcohol_drugs,caskers.com
alcohol_drugs,thewhiskyexchange.com
alcohol_drugs,masterofmalt.com
alcohol_drugs,wine-searcher.com
alcohol_drugs,vivino.com
alcohol_drugs,nakedwines.com
alcohol_drugs,winc.com
alcohol_drugs,leafly.com
alcohol_drugs,weedmaps.com
alcohol_drugs,dutchie.com
alcohol_drugs,iheartjane.com
alcohol_drugs,ilovegrowingmarijuana.com
alcohol_drugs,seedsman.com
alcohol_drugs,attitude-seedbank.com
alcohol_drugs,hightimes.com
alcohol_drugs,marijuana.com
alcohol_drugs,erowid.org
alcohol_drugs,tripsit.me
alcohol_drugs,bluelight.org
alcohol_drugs,drugs-forum.com
alcohol_drugs,pillreports.net
alcohol_drugs,shroomery.org
alcohol_drugs,psychonaut.com
alcohol_drugs,dmt-nexus.me
alcohol_drugs,mycotopia.net
alcohol_drugs,ganjapreneur.com
alcohol_drugs,potguide.com
alcohol_drugs,cannabis.com
alcohol_drugs,420magazine.com
alcohol_drugs,growweedeasy.com
alcohol_drugs,theweedblog.com
alcohol_drugs,sensimagazine.com
alcohol_drugs,cannabisculture.com
alcohol_drugs,royalqueenseeds.com
alcohol_drugs,dinafem.org
alcohol_drugs,barneysfarm.com
alcohol_drugs,dutchpassion.com
alcohol_drugs,fastweedseedbank.com
alcohol_drugs,bcseeds.com
